Title,Salary_low,Salary_high,Description
lead data scientist,,,story hello zopa began journey drive deliver customerfirst financial product fast forward shifted gear became digital bank leveraging customer knowledge money expertise technical agility forge ahead diverse team united mission create simple fair honest financial product customer need heart regularly recognised industry award gamechanging product proud one market leader consumer lending uk work stop securing million funding round led softbank entered next stage journey far lent billion made money work better half million people across uk looking borrow save le year becoming bank hit billion customer deposit also top credit card issuer uk beginning set achieving big thing ambitious growth target match mean range opportunity excel develop career zopa building better banking product truly matter customer embrace unconventional challenge unafraid think differently driven make outsized impact thrive zopa closer look culture check latest video want join look current open role zopa data application machine learning heart product bring market within consumer financial service pioneered modern data science technique using advanced ml model year today lending decision driven ml model safe say seriously impactful work constantly innovating using new technique recently deployed deep learning model ass credit risk current focus interpretability explainability model read work aws team lijf day life responsible machine learning statistical model across company application credit decisioning fraud detection customer engagement operation strategy drive innovation using new data source benefit customer business reporting head data analytics define roadmap priority data science team alignment company strategy hiring supporting coaching new team member ensuring thriving role within team supporting career data scientists proactive coaching mentoring regular lead coordinate crossfunctional effort deliver data science related project ensuring high standard quality governance model data product also passionate furthering competitive advantage data science leading new rd data science method technology stack empower team develop capability passionate innovative data machine learning application drive positive outcome customer business excited driving many exciting data project strategic tactical level great mentor team talented data scientist broader analytics community experience leading small team hands experience pydata tech stack mainstream machine learning framework strong analytical problem solving skill indepth knowledge ml algorithm extensive knowledge full ml development lifecycle including experiment design feature engineering hpo validation deployment monitoring extensive experience statistical analytics data visualisation storytelling experience managing data scientist leading ml project production excellent communication collaboration skill partner product owner business head would great also experience cloud service ideally aws knowledge microservice architecture use cicd pipeline deployment data science product realtime platform knowledge survival analysis causal inference explainable ai flexible working yes please whether want come openplan riverside london bridge office work comfort home able decide approach manager looking work best role team also option working abroad day year matter make sure got everything need thrive work home life day one subject right work country choice thrive need champion customer whatever role close customer care passionately best help make fearless choice environment fastpaced agile open solve interesting challenging problem trusted empowered bring idea life walk talk like honest stick promise face tough moment headon win smarter always lookout better way thing going beyond good enough welcoming different point view together join ambitious diverse allround approachable team mix idea talent inspire better every day zopa proud offer workplace free discrimination diversity experience perspective background lead great product unique company culture simply expect empower customer better manage money without challenging current status quo creating best place money easy task need talent walk life
senior data scientist,,,tessian protects every business mission securing human layer tessian cloud email security platform help enterprise defend email attack protect data loss respond security incident efficiently combining artificial intelligence understanding employee email behavior tessian able prevent complex email attack data loss incident evade secure email gateways built security control google workspace world largest bank healthcare organization hedge fund law firm use tessian secure email environment data people whilst saving security team time alone tessian prevented hundred thousand business email compromise attack data loss incident saved hundred hour work security team tessian headquartered london boston employee globally raised venture capital funding world leading investor like sequoia accel balderton march citi okta tessian recognized one fast company innovative companies information found wwwtessiancom data science tessian mission secure human layer involves deploying near realtime machine learning model massive scale world largest organisation keep sensitive data private secure looking senior data scientist nlp experience ready work hard problem drive best practice cultivate environment experimentation learning companies leverage data science number way think role data scientist fall three distinct category work business function analysing reporting improve key metric eg increasing user conversion responsible writing production model enhance main product eg recommendation system ecommerce build product without machine learning exist data science team built product tessian exist without machine learning model heart client rely daytoday searching senior data scientist excited opportunity challenge come researching building deploying realtime production model day day basis get work across massive enterprise email datasets train deploy model production impact directly customer product improve ml workflow work closely engineering product team enhance product make mark ambitious project love meet someone year data science experience balance longer term project alongside impactful quick win cares deeply impact team creative heart encourage novel way thinking team always core part data science team dna reads rules machine learning martin zinkevich resonates think machine learning data science enjoys getting hand dirty digging complex operation takes responsibility delivering large project require collaboration start finish strong listening skill open input team member department worked understands principle behind working data scale sure exactly fit criterion please get touch anyway always willing speak great candidate even feel meet every criterion listed tessian equal opportunity employer committed equality diversity amongst employee prospective applicant human layer securing diverse know need diverse inclusive successfully create hls reflects read equality diversity statement part commitment equality diversity also corporate member wise campaign gender equality stem founding member weds network driving diversity inclusion startup submitting application tessian consent tessian retaining information contacting future job opportunity may interest year accordance privacy policy
data scientist,60000,90000,data scientist salary k start date asap location central london hybrid days week required sc clearance willing able gain security clearance company company expert technical business specialist consult across national security law enforcement health care sector specialised cyber security aldriven data intelligence science communication security role leading client project providing subject matter expertise assessing client business technical need designing evaluating implementing range novel data science machine learning technique algorithm modelling structuring storing data along data flow identifying data source data extraction transformation loading etl concept method supporting client engagement including pitch presentation candidate experience data engineering data science computer science soft skill consultancy experience stakeholder management experience knowledge passion machine learning ai experience cicd tooling interested role want information please contact ezgitemelsandersonplccom ezgi temel linkedin
project manager,61911,68790,end date thursday june salary range agile working options hybrid working job description summary project manager lead delivery team ensure fundamental project management excellence achieved includes analysis governance planning managing finance delivering value pm future role model desire develop skill experience create space learn collaborate demonstrate resilience adaptability confidence desire innovate test new idea project manager understand embrace able select confidence appropriate tool method deliver change strive build relationship across role community change team business area maximise opportunity continuous improvement shared learning coaching others team achieve delivery excellence also key part role job description lloyds banking group adopting collaborative agile way working help deliver best outcome colleague customer business join discover could work location london hybrid working many office based colleague work hybrid way involves spending least two day per week time one office site base salary banding role plus benefit outlined mission journey build bank future need help continuing extensive transformation programme redefining bank inside become part diverse team impact life million customer brand including lloyds bank halifax bank scotland scottish widows team exciting time join data machine learning data science uplift delivery pm given mandate design deliver google cloud platform gcp group team look delivery gcp data analytics platform build multiyear programme role responsible delivery real time streaming ensuring sourcing data product system providing access using cloud native web scale engagement platforms channel application follows correct governance route live knowledge gcp delivery governance would bonus role would suit technical pm ideally change management expertise risk management interdependency mapping needed minimum looking project manager work highly collaborative way working closely specialist engineer lbg supplier partner resource exciting time join investing people data platform bn next three year give training change approach support network agile community opportunity develop career would play key role driving delivery realising business need order deliver complex change effectively safely role involve leading change project idea implementation delivering agreed scope cost quality timescales implementing comprehensive delivery approach stage project lifecycle producing owning project management deliverable using relevant methodology right level quality driving project plan tracking progress implementing strategy recover slippage working business partner agree realise project benefit identifying engaging key project partner regularly communicate update issue ensure partner signoff working effectively ensure coordinated collaborative approach delivering change succeed look forward taking next step career ladder broadening experience across even bigger complex change project dynamic adaptable individual able use learn new skill knowledge varying circumstance able remain calm lead team effectively constrained timescales difficult programme welldeveloped communication kit bag extensive customer management experience influence partner level balance partner expectation facilitate discussion across high risk complexity constrained timescales skilled project governance order minimise operational risk influence positively demonstrating similar value behaviour group encouraging team member ideally also bring previous experience delivering change across lbg understanding project management methodology technique practical application ability adopt new way working finding way incorporate agile practice natural facilitator negotiator decisionmaker collaborating across discipline within lab together make possible get return fantastic area bank full downtoearth people passionate product owning sharing expertise many important initiative key area work huge career potential also passionate diversity equal opportunity industry recognition across gender ethnicity disability lgbtq family disability positive reasonable adjustment accommodated recruitment process simply committed building inclusive environment colleague succeed merit also receive package includes competitive salary discretionary annual performance bonus cash sum exchange variety benefit take cash private medical insurance generous pension contribution share plan including free share day holiday plus bank holiday top desire work exciting project manager role please get touch love hear lloyds banking group driven clear purpose help britain prosper across group colleague focused making difference customer business community key role play shaping financial service future whilst scale reach group mean many opportunity learn grow develop keep data safe ever ask provide confidential sensitive information formally invited along interview accepted verbal offer join run background check always explain need request coming trusted lloyds banking group person focused creating valuesled culture committed building workforce reflects diversity customer community serve together building truly inclusive workplace colleague opportunity make real difference
data analytics,63207,67521,back data analytics business intelligence performance lead tower hamlets exciting place work many service awardwinning shortlisted mj council year moved new town hall grade iilisted former royal london hospital whitechapel well underway delivering ambitious vision new mayor lutfur rahman already winning award ambition much greater good want become recognised leader excellent public service help improve life faster rate ever achieve bringing together resident partner stakeholder solve problem create opportunity exciting opportunity data performance research insight function strengthen ability make best use data hold make better decision target resource effectively team play central role delivering change pace across entire council focus digital innovation partnership working achieve best outcome resident business operating model brings together role across council professional job family would like join exciting journey bring skill expertise tower hamlets drive transformation make real difference people life one exciting area london role data analytics business intelligence performance lead part corporate strategy improvement service leadership team chief executive office role sits alongside corporate research lead corporate strategy improvement lead provides professional leadership expertise advocacy council relation data analysis business intelligence data science performance analysis successful candidate lead providing professional support advice mayor chief executive directors inform data enabled decision making ensure corporate partnership priority delivered efficiently effectively play visible impactful leadership role outside organisation partner shared focus priority outcome community resident continual learning improvement council substantial experience leading data analytics data science function shaping organisational data science analytics capability capacity demonstrating ability drive development organisational data culture associated learning programme demonstrate expert experience communicating business benefit data science analytics performance product championing governing across organisation aligning data science analytics priority wider organisational objective substantial experience guiding leading development system process standard data science analytics performance management post full time position would consider application candidate would want work flexibly ie part time based new town hall whitechapel council offer flexible working arrangement including mixture person hybrid working tower hamlets vision borough people aspirational independent equal access opportunity borough resident proud love live dynamic outcomesbased council using digital innovation partnership working respond changing need borough want people aspire tower value together open willing excellent respect tower hamlets zerotolerance approach work eradicate form discrimination basis race sex disability age religion belief sexual orientation gender reassignment marital status status civil partner gender gender identity gender expression pregnancy maternity look employ diverse workforce representative group recognise people also disadvantaged social economic circumstance work eliminate discrimination disadvantage caused social class welcome applicant interested flexible working arrangement also applicant live borough files dataanalyticsbusinessintelligenceperformanceleadcorrectedpdf
senior data scientist,,,location uk remote make money work everyone thing differently long banking obtuse complex opaque want change build bank everyone everyone amazing community suggests feature test app give constant feedback build something everyone love focused solving problem rather selling financial product want make world better place change people life monzo data science team looking senior product data scientist excited help build bank future opportunity super charge user engagement help build bank customer truly love monzo building bank fair transparent delight use growing extremely fast four half million customer uk new people joining every month built product people love growth come word mouth referral enable monzo make better decisions faster strong culture datadriven decision making across whole company great believer powerful realtime analytics empowerment wider business data life one place super easy use daytoday datadriven decision covered selfserve analytics looker give data scientist head space focus impactful business question analysis working work crossfunctional squad every data scientist member central data discipline fully embedded product squad alongside engineer designer marketer product manager etc daytoday applying expertise quantitative analysis data mining presentation data see beyond number understand user interact product insight inform product strategy guide enable product team measure thing matter initiate help run ab experiment keep improving everything drive together finance team unified companywide understanding lifetime value user different product feature impacting user profitability liaise engineer keep making sure collect right data produce relevant business insight apply monzo excites impact driven eager real positive impact company product user importantly colleague well commercially minded put number business perspective comfortable getting handson taking step back thinking strategically selfstarter mindset proactively identify issue opportunity tackle without told team player colleague rely solid grounding sql preferably python experience conducting large scale ab experiment interview process interview process involves three main stage initial call take home task pair coding exercise final interview including system design behavioural interview average process take around week always work around availability chance speak recruitment team various point process specific question want talk reasonable adjustment ahead application please point techhiringmonzocom help relocate uk sponsor visa role based london office open distributed working within uk ad hoc meeting london offer flexible working hour trust work enough hour job well time suit team learning budget year book training course conference much see full list benefit prefer work parttime make happen whenever whether help meet commitment strike great worklife balance equal opportunity statement actively creating equitable environment every monzonaut thrive diversity inclusion priority making sure lot support people grow monzo monzo embracing diversity form fostering inclusive environment people best work life integral mission making money work everyone read blog diversity inclusion report gender pay gap report equal opportunity employer applicant considered employment without attention ethnicity religion sexual orientation gender identity family parental status national origin veteran neurodiversity status disability status linb liremote
data scientist,,,data scientist emea responsibilities developing delivering advanced machine learning analytical optimization technique solve business problem execute aspect analytics initiative including exploratory data analysis machine learning model development model evaluation benefit estimation developing query extract modelling data warehouse creative data exploration feature engineering building enhancing assembling machine learning statistical model predict loss customer behavior improve pricing drive sale using developing algorithm deliver new optimization test research recommend implement statistical mathematical methodology appropriate given model analysis create excellent working relationship business partner across chubb organization analytics peer group required experience undergrad quantitative discipline eg analytics mathematics statistic engineering economics year work experience analytical modelling data science role programming experience python required sql experience working large complex datasets extensive experience multiple statistical method tool language eg python r etc handson experience building developing glms machine learning model experience version control automation tool ml ops based deployment fast learner understand business value driver data generates customer focus spot profit opportunity right thing think creatively master combine machine learning statistical approach document work build pipeline automate teach others maintain qualifications desirable experience experience insurance financial industry preferred insurance industryactuarial experience experience spark knowledge advanced machine learning technique framework personal attributes creative thinker problem solver always new challenge cares detail small error big impact organised able multitask plan chubb fastpaced environment hungry knowledge enable personal develop keep new development communicates effectively ensure stakeholder buyin ability operate within cross functional team flexible working open discussing flexible working arrangement discussed recruitment business partner managing position integrity client focus respect excellence teamwork core value dictate live work ethical honest company wholly committed client business engaged mutual trust respect employee partner place colleague perform highest level working environment collaborative supportive diversity inclusion chubb consider people chief competitive advantage treat colleague candidate client business partner equality fairness respect regardless age disability race religion belief gender sexual orientation marital status family circumstance
senior data scientist,,,undeniable pets truly make world better place inspired make better world pets world healthy happy welcome safe say mars petcare passionate pet health deliver ambition powered data strategy need talent expertise experience data science advanced analytics deliver multiple initiative join change data pet petcentric thinking across entire mars petcare business purpose role join integral part expanding data science function deliver powered data project across mars petcare division using ecosystem data available involve building clear understanding potential benefit connected data analytics bring supporting vision stakeholder role involves handson delivery analytics insight collaboration stakeholder important throughout ensure insight actionable business ready apply deliver benefit role requires endtoend expertise data analytics insight delivery stakeholder engagement support benefit realization senior data science role searching experienced analytics professional looking extensive technical experience delivering statistical analytics data science insight largescale data set experience sku level analytics influence assortment price promotion decision leading petcare brand demonstrable experience using data science advanced analytics generate business value change good knowledge python required familiarity pyspark also desirable excellent communication skill interact effectively level internal business stakeholder truly inspired want live purpose creating better world pet would key responsibility application data science approach predict driver business performance petpet owner behaviour design implement machine learning technique maximise product pet insight petcare data platform data source deliver high impact visualization statistical analysis influence petcare decision make better world pet collaborate internal external team ensure focus petcentric product service recommendation expect mars industry competitive salary benefit package including excellent pension petfriendly office pet enjoyment high agenda company understands importance worklife balance chance take hold career develop personally professionally
senior decision scientist,70000,100000,london remote uk benefits decision science borrowing monzo believe better way banking care deeply customer innovative execute quickly looking revolutionise way people manage finance putting control promoting financial wellbeing expanding range borrowing product aiming create genuine feelgood factor come personal credit looking driven analytical creative individual help achieve goal technology stack rely heavily following tool technology note expect applicant prior experience google cloud platform analytics infrastructure dbt bigquery sql data modelling warehousing python data science go write application code aws backend infrastructure daytoday develop statistical machine learning model range borrowing product focus credit decision full lifecycle modelling project model design data curation deployment monitoring production drive innovation new data source solution open banking apply result oriented motivated impact customer selfmotivated thrive fastpaced environment great attention detail keeping eye big picture great communicator able articulate complex problem able build mutual respect trust diverse team stakeholder keen grow knowledge business technology excellent sql python skill good understanding best practice software engineering data engineering indepth knowledge statistical machine learning model logistic regression gradient boosted tree neural network survival analysis etc solid knowledge statistic hypothesis testing confidence interval bootstrap even better experience managing modelling project full lifecycle experience consumer lending business similar industry interview process interview process involves main stage recruiter call initial call hiring manager take home task x final loop stage average process take around week always work around availability chance speak recruitment team various point process specific question ahead please contact techhiringmonzocom one team written detailed blog experience process extra detail hint tip please see plus stock option benefit help relocate uk sponsor visa role based london office open distributed working within uk ad hoc meeting london offer flexible working hour trust work enough hour job well time suit team learning budget year book training course conference much see full list benefit equal opportunity statement actively creating equitable environment every monzonaut thrive diversity inclusion priority making sure lot support people grow monzo monzo embracing diversity form fostering inclusive environment people best work life integral mission making money work everyone read blog diversity inclusion report gender pay gap report equal opportunity employer applicant considered employment without attention age ethnicity religion sex sexual orientation gender identity family parental status national origin veteran neurodiversity disability status lirp liremote
data scientist,75000,85000,job reference nj date posted may recruiter nexus jobs location manchester salary sector communications job type permanent work hours full time contact jas gujral email cvnexusjobscom telephone job description data scientist manchester client international organisation looking recruit data scientist year expertise data scientist natural language processing nlp knowledge experience understand analyse large data set discover new insight working multidisciplinary team within highly technical complex environment well versed scalable data mining machine learning technique using computer improve well develop algorithmskernel methods deep learning statistical relational learning ensemble methods model using advanced statistical mathematical model predict segment data hypothesize evolve us case monetize data generate business value translate business need technical requirement implementation experience big data technologiesbig data analytics c java python shell script r matlab sas enterprise miner elastic search understanding hadoop ecosystem experience working large data set experience working distributed computing tool like mapreduce hadoop hive pig etc advanced use excel spread sheet analytical purpose msc phd data science analytical subject physics mathematics computing quantitative discipline position based close manchester salary position circa k k plus benefit please send cv word format along salary availability detail
research associate,35308,43155,seek talented research associate join research team healthcare improvement studies institute institute funded health foundation institute remit advance research improve quality safety patient care institute host around staff consisting academic operational communication staff visiting research fellow strong link across university cambridge department rand europe notforprofit cambridgebased research organisation homerton college cambridge well multiple external partner provide highlevel research project management skill thisfunded research work support range exciting innovative collaborative research programme focused improve quality safety healthcare using strong quantitative research skill often embedded within mixed method study work principal investigator colleague help develop design implement appropriate quantitative method health service improvement study undertake statistical analysis data including large routine health service data build productive collaboration academic clinical partner prepare output publication contribute application external funding required support research infrastructure activity institute especially keen receive application individual background health service research health data science welcome application wellqualified candidate ability analyse large complex multidimensional datasets strong quantitative research skill applicants must close obtaining phd appointment research associate level dependent phd submitted yet received phd initially appointed research assistant grade point moving research associate grade upon confirmation phd award position fulltime parttime application considered minimum fte funding position available march post based strangeways research laboratory worts causeway cambridge cb rn approximately mile south city centre university supportive hybrid working work undertaken university premise remote working environment aim approach enable many staff possible work hybrid way wish role allows informal discussion post strongly encouraged please contact dr kristina wanyonyikay research programme leader institute email kristinawanyonyithisinstitutecamacuk closing date july interview date july submit application vacancy please click apply online section advertisement published university job opportunities page route university web recruitment system need register account already log completing online application form please ensure outline match criterion post applying role online application form please include detail referee including email address phone number one must recent line manager please quote reference rh application correspondence vacancy university actively support equality diversity inclusion encourages application section society university responsibility ensure employee eligible live work uk
data scientist,,,company craneware plc speciality technology category permanent location country uk office location home based uk additional locations edinburgh introduction craneware craneware group including sentry data systems agilum healthcare intelligence transforming business healthcare providing actionable insight customer seeking talented innovative collaborative individual join team employee drive expansion saasbased platform application together nearly half registered hospital customer product impact hospital health system almost clinic retail pharmacy customers operating financial impact nearly half trillion dollar data set customer covering million unique patient craneware group support flexible work environment well collaborative teamwork focused atmosphere employees within edinburgh surrounding area expected work hybrid working arrangement spending time per month tanfield office approx day per week team data scientist role responsible developing high quality machine learningenabled solution conducting complex data analysis drastically improve existing product act catalyst development new innovation position support data innovation portfolio strategy initiative rapidly deploying datadriven solution prototyping new machinelearning model utilising aiml methodology advanced analytics improve current product business operation automate complex process create new product examining complex problem interpret operational need develop creative solution applying sophisticated data science computer science methodology project reproducible publicationworthy performing peer review code development standard ensure code quality consistency translating statistical output clear compelling table visualization keeping date technical advance drive innovation bring ms year phd computational subject area degrees technical discipline data science engineering statistics physics math quantitative social science excellent written verbal communication including ability clearly concisely articulate complex concept technical nontechnical audience demonstrated experience applying data science realworld data problem translating finding actionable insight strong sql rpython programming skill ability prioritize handle multiple project achieving necessary balance indepth analysis need resolutionresult excitement join new dynamic team flexibility adjust changing priority ability independently gather background information problem identify appropriate statistical andor aiml method experience sql relational database well big data hadoop hive spark kafka flink expertise study design data cleansing feature engineering data modelling familiarity visualization tool tableau qlik thoughtspot power bi looker etc frequent user cloud computing platform microsoft azure oracle cloud aws independent selfmotivated driving development technical process improvement working knowledge application lifecycle management alm tool eg azure devops jira
senior data scientist,,,london uk remote make money work everyone thing differently long banking obtuse complex opaque want change build bank everyone everyone amazing community suggests feature test app give constant feedback build something everyone love focused solving problem rather selling financial product want make world better place change people life monzo data science marketing team enable monzo make better decisions faster looking marketing data scientist excited help build bank future strong culture datadriven decision making across whole company great believer powerful realtime analytics empowerment wider business data life one place super easy use daytoday datadriven decision covered selfserve analytics looker give data scientist head space focus impactful business question analysis working work across marketing channel help monzo understand roi across entire marketing investment first last spent opportunity help supercharge user growth help grow exciting new product voice data marketing department daytoday work crossfunctional squad member central data discipline fully embedded within marketing department apply expertise quantitative analysis data mining performance marketing data presentation find way spend marketing budget effectively measurement strategy campaign via method randomised lift test geotargeted lift test marketing mix model work across full product range help shape marketing investment strategy partner inhouse agency marketer determine channel effective manage relationship advertising partner analytics measurement team collaborate best practice experimental design work engineers marketing tech team define measurement requirement guide implementation use cloud native data infrastructure ie bigquery looker help build visibility channel performance stay date latest performance marketing measurement strategy industry apply monzo excites passionate marketing science understand causal impact marketing impact driven eager real positive impact company product user importantly colleague well comfortable getting handson taking step back thinking strategically selfstarter mindset proactively identify issue opportunity tackle without told multiple year experience working marketing performance marketing analytics preferably fast moving tech company experience conducting large scale ab experiment regional experimentation marketing mix modeling solid grounding sql preferably python interview process interview process involves three main stage initial call take home task pair coding exercise final interview including case study behavioural interview average process take around week always work around availability chance speak recruitment team various point process specific question want talk reasonable adjustment ahead application please point techhiringmonzocom help relocate uk sponsor visa role based london office open distributed working within uk ad hoc meeting london offer flexible working hour trust work enough hour job well time suit team learning budget year book training course conference much see full list benefit prefer work parttime make happen whenever whether help meet commitment strike great worklife balance equal opportunity statement actively creating equitable environment every monzonaut thrive diversity inclusion priority making sure lot support people grow monzo monzo embracing diversity form fostering inclusive environment people best work life integral mission making money work everyone read blog diversity inclusion report gender pay gap report equal opportunity employer applicant considered employment without attention ethnicity religion sexual orientation gender identity family parental status national origin veteran neurodiversity status disability status linb liremote
senior director,,,company description visa world leader digital payment facilitating billion payment transaction consumer merchant financial institution government entity across country territory year mission connect world innovative convenient reliable secure payment network enabling individual business economy thrive join visa join culture purpose belonging growth priority identity embraced work matter believe economy include everyone everywhere uplift everyone everywhere work direct impact billion people around world helping unlock financial access enable future money movement join visa network working everyone job description visa europe functions products data science team support data science work several internal visa europe function marketing product strategy sustainability etc leverage machine learning business analytics approach leverage visa transactional data drive visa business objective member visa europe data science team opportunity get exposure part visa business working fun team fastpaced environment role lead person visa europe functions products data science team person data engineering team role based visa paddington office london uk expect day day lead team responsible scoping delivering data science project spanning different business function within visa europe data science thought leadership across visa europe including creation compelling vision longterm road map execute interface influence various internal stakeholder champion role data science data engineering senior executive across business foster selfserving basic data need across business well appreciation advanced mlai identify design deliver actionable product analytics monitor performance identify opportunity guide development consumer segmentation targeting forecasting model enable opportunity sizing optimal program execution present insight recommendation technical nontechnical audience mentor team technically proficient data scientists meet developmental objective lead data engineering team drive efficiency scale europe data science developing data asset scaled solution internalexternal stakeholder qualifications relevant experience building leading technical team highly matrixed organization excellent communication written interpersonal skill ability clearly communicate result senior level executive thoughtpartner well work well pressure ability coach lead provide direction diverse team technical personnel results oriented strong analytical consultative problemsolving skill demonstrated intellectual analytical rigor team oriented collaborative diplomatic flexible style ability communicate datadriven insight convey actionable recommendation tailored various audience level extracting aggregating analysing large data set using hiveql python andor pyspark devising implementing statistical modelling machine learning technique using python andor pyspark generating visualising databased insight using bi software tableau power bi master phd equivalent data science economics statistics applied mathematics computer science operations research business analytics another related technical field love previous exposure financial service payment merchant analytics plus additional information hybrid position hybrid employee alternate time remote office employees hybrid role expected work office set day week determined leadershipsite general guidepost office time based business need visa eeo employer qualified applicant receive consideration employment without regard race color religion sex national origin sexual orientation gender identity disability protected veteran status visa also consider employment qualified applicant criminal history manner consistent eeoc guideline applicable local law
data solutions analytics engineering manager,,,every great story new beginning start welcome warner bros discovery stuff dream made say stuff dream made referring world wizard dragon superheroes even wonder planet earth behind wbd vast portfolio iconic content beloved brand storyteller bringing character life creator bringing living room dreamer creating next brilliant creatives technology trailblazer across globe wbd offer career defining opportunity thoughtfully curated benefit tool explore grow best self supported celebrated thrive job title data solutions analytics engineering manager emea location london uk reports title director marketing analytics new role data solutions analytics engineeing manager responsible creating deep understanding wbd streaming consumer drive marketing strategy part global marketing analytics team responsible managing highly skillful analytics team support emea growth retention marketing team create actionable insight userlevel behavior data multiple data source oversee reportingmeasurement framework emea marketing team responsible collecting reportinganalysis requirement working engineering team ensure proper data flow partnering analytics engineering team enable effective dashboard marketing team partner growth marketing retention data science team provide clear recommendation segmentation acquisition medium effectiveness creative strategy content retention analysis drive incremental result streaming product dig detail marketing team synthesize finding executive presentation experienced analytics professional truly passionate marketing data manage team drive result role accountabilities lead organization marketing analytics capability including data visualization campaign dashboarding selfservice reporting data solution partner collaborate crossfunctionally analytics business intelligence data science marketing team develop drive bestinclass marketing strategy lead analytics measurement strategy maximize subscriber growth retention analyze kpi identify opportunity optimize campaign testing strategy translate present complex data actionable insight analytic deep dive dashboard collect reportinganalysis requirement work engineering team ensure proper data flow partner marketing team provide clear strategic recommendation drive incremental result wbd dtc product lead manage develop global team skilled analyst responsible dashboard development translating data actionable insight providing strategic datadriven recommendation qualifications experience year experience marketing analytics hand experience supporting various marketing channel paid medium crm year experience data visualization building reporting measurement framework familiarity looker plus year experience managing team including experience building team ground strong analytical skill required including ability analyze raw data draw conclusion summarize actionable understanding digital marketing social advertising technology google marketing platform google ad manager social ad managers appsflyer andor braze past experience customer insight crm email push performance driving end end lifecycle program understanding testing technique ab multivariate methodology advise execution provide insightful result selfstarter proactive mindset capable seeking building necessary relationship throughout league order achieve success ability collaborate key partner stakeholder define metric identify requirement maintain confidentiality experience managing team including experience remote team get things done last bit probably important wbd guiding principle core value operate central get thing done find wwwwbdcomguidingprinciples along insight team mean show day day hope resonate look forward discussing interview legal bits warner bros discovery embrace opportunity build workforce reflects diversity society world around equal opportunity employer mean take seriously responsibility consider qualified candidate basis merit regardless sex gender identity ethnicity age sexual orientation religion belief marital status pregnancy parenthood disability category protected law qualified candidate disability need reasonable accommodation order apply position please contact recruitadminwbdcom
